"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"33710","G06008505036021",60855036021,"12","5"
"33711","G06008505036022",60855036022,"12","5"
"33712","G06008505036023",60855036023,"12","5"
"33713","G06008505037031",60855037031,"9","4"
"33714","G06008505037032",60855037032,"8","4"
"33715","G06008505037071",60855037071,"15","6"
"33716","G06008505037072",60855037072,"10","4"
"33717","G06008505037073",60855037073,"11","5"
"33718","G06008505037081",60855037081,"6","3"
"33719","G06008505037091",60855037091,"5","3"
"33720","G06008505037092",60855037092,"7","4"
"33721","G06008505037093",60855037093,"8","4"
"33722","G06008505037101",60855037101,"9","4"
"33723","G06008505037102",60855037102,"7","4"
"33724","G06008505037111",60855037111,"8","4"
"33725","G06008505037112",60855037112,"7","4"
"33726","G06008505037113",60855037113,"7","4"
"33727","G06008505037121",60855037121,"16","6"
"33728","G06008505037122",60855037122,"17","6"
"33729","G06008505037123",60855037123,"17","6"
"33730","G06008505037131",60855037131,"28","8"
"33731","G06008505037132",60855037132,"20","7"
"33732","G06008505038021",60855038021,"3","2"
"33733","G06008505038022",60855038022,"6","3"
"33734","G06008505038023",60855038023,"6","3"
"33735","G06008505038024",60855038024,"7","4"
"33736","G06008505038031",60855038031,"2","2"
"33737","G06008505038032",60855038032,"15","6"
"33738","G06008505038033",60855038033,"5","3"
"33739","G06008505038041",60855038041,"4","2"
"33740","G06008505038042",60855038042,"6","3"
"33741","G06008505038043",60855038043,"12","5"
"33742","G06008505039021",60855039021,"11","5"
"33743","G06008505039022",60855039022,"7","4"
"33744","G06008505039023",60855039023,"6","3"
"33745","G06008505039024",60855039024,"6","3"
"33746","G06008505039031",60855039031,"6","3"
"33747","G06008505039032",60855039032,"5","3"
"33748","G06008505040011",60855040011,"11","5"
"33749","G06008505040012",60855040012,"9","4"
"33750","G06008505040013",60855040013,"15","6"
"33751","G06008505040021",60855040021,"7","4"
"33752","G06008505040022",60855040022,"7","4"
"33753","G06008505040023",60855040023,"7","4"
"33754","G06008505041011",60855041011,"4","2"
"33755","G06008505041012",60855041012,"12","5"
"33756","G06008505041013",60855041013,"7","4"
"33757","G06008505041021",60855041021,"7","4"
"33758","G06008505041022",60855041022,"7","4"
"33759","G06008505041023",60855041023,"8","4"
"33760","G06008505042011",60855042011,"3","2"
"33761","G06008505042012",60855042012,"3","2"
"33762","G06008505042013",60855042013,"3","2"
"33763","G06008505042021",60855042021,"2","2"
"33764","G06008505042022",60855042022,"3","2"
"33765","G06008505042023",60855042023,"2","2"
"33766","G06008505043071",60855043071,"3","2"
"33767","G06008505043072",60855043072,"5","3"
"33768","G06008505043081",60855043081,"2","2"
"33769","G06008505043082",60855043082,"2","2"
"33770","G06008505043083",60855043083,"2","2"
"33771","G06008505043111",60855043111,"3","2"
"33772","G06008505043112",60855043112,"3","2"
"33773","G06008505043113",60855043113,"3","2"
"33774","G06008505043114",60855043114,"3","2"
"33775","G06008505043141",60855043141,"3","2"
"33776","G06008505043142",60855043142,"2","2"
"33777","G06008505043143",60855043143,"3","2"
"33778","G06008505043144",60855043144,"3","2"
"33779","G06008505043151",60855043151,"5","3"
"33780","G06008505043152",60855043152,"3","2"
"33781","G06008505043153",60855043153,"3","2"
"33782","G06008505043154",60855043154,"3","2"
"33783","G06008505043155",60855043155,"3","2"
"33784","G06008505043161",60855043161,"3","2"
"33785","G06008505043162",60855043162,"3","2"
"33786","G06008505043171",60855043171,"3","2"
"33787","G06008505043172",60855043172,"3","2"
"33788","G06008505043181",60855043181,"3","2"
"33789","G06008505043182",60855043182,"54","10"
"33790","G06008505043183",60855043183,"40","9"
"33791","G06008505043191",60855043191,"2","2"
"33792","G06008505043192",60855043192,"4","3"
"33793","G06008505043193",60855043193,"3","2"
"33794","G06008505043194",60855043194,"3","2"
"33795","G06008505043201",60855043201,"3","2"
"33796","G06008505043202",60855043202,"3","2"
"33797","G06008505043211",60855043211,"2","2"
"33798","G06008505043212",60855043212,"4","3"
"33799","G06008505043213",60855043213,"2","2"
"33800","G06008505043221",60855043221,"4","3"
"33801","G06008505043222",60855043222,"4","3"
"33802","G06008505043223",60855043223,"3","2"
"33803","G06008505043231",60855043231,"3","2"
"33804","G06008505043232",60855043232,"4","3"
"33805","G06008505043233",60855043233,"4","3"
"33806","G06008505044101",60855044101,"3","2"
"33807","G06008505044102",60855044102,"3","2"
"33808","G06008505044111",60855044111,"3","2"
"33809","G06008505044112",60855044112,"3","2"
"33810","G06008505044121",60855044121,"3","2"
"33811","G06008505044122",60855044122,"4","3"
"33812","G06008505044123",60855044123,"11","5"
"33813","G06008505044124",60855044124,"9","4"
"33814","G06008505044131",60855044131,"3","2"
"33815","G06008505044141",60855044141,"2","2"
"33816","G06008505044142",60855044142,"2","2"
"33817","G06008505044143",60855044143,"1","1"
"33818","G06008505044151",60855044151,"2","2"
"33819","G06008505044152",60855044152,"3","2"
"33820","G06008505044153",60855044153,"3","2"
"33821","G06008505044161",60855044161,"3","2"
"33822","G06008505044162",60855044162,"4","3"
"33823","G06008505044181",60855044181,"6","3"
"33824","G06008505044182",60855044182,"4","3"
"33825","G06008505044183",60855044183,"19","7"
"33826","G06008505044211",60855044211,"2","2"
"33827","G06008505044212",60855044212,"2","2"
"33828","G06008505044213",60855044213,"2","2"
"33829","G06008505044221",60855044221,"4","3"
"33830","G06008505044222",60855044222,"3","2"
"33831","G06008505044231",60855044231,"3","2"
"33832","G06008505044241",60855044241,"1","1"
"33833","G06008505044242",60855044242,"2","2"
"33834","G06008505044243",60855044243,"1","1"
"33835","G06008505044244",60855044244,"4","3"
"33836","G06008505045051",60855045051,"3","2"
"33837","G06008505045052",60855045052,"3","2"
"33838","G06008505045053",60855045053,"6","3"
"33839","G06008505045054",60855045054,"3","2"
"33840","G06008505045061",60855045061,"6","3"
"33841","G06008505045062",60855045062,"7","4"
"33842","G06008505045063",60855045063,"7","4"
"33843","G06008505045064",60855045064,"6","3"
"33844","G06008505045071",60855045071,"3","2"
"33845","G06008505045072",60855045072,"3","2"
"33846","G06008505045073",60855045073,"3","2"
"33847","G06008505045074",60855045074,"3","2"
"33848","G06008505045081",60855045081,"GQ-PH","GQ-PH"
"33849","G06008505045082",60855045082,"2","2"
"33850","G06008505045091",60855045091,"2","2"
"33851","G06008505045101",60855045101,"5","3"
"33852","G06008505045102",60855045102,"7","4"
"33853","G06008505046011",60855046011,"71","10"
"33854","G06008505046021",60855046021,"7","4"
"33855","G06008505047001",60855047001,"3","2"
"33856","G06008505048021",60855048021,"38","9"
"33857","G06008505048022",60855048022,"3","2"
"33858","G06008505048023",60855048023,"3","2"
"33859","G06008505048051",60855048051,"41","9"
"33860","G06008505048052",60855048052,"39","9"
"33861","G06008505048053",60855048053,"50","10"
"33862","G06008505048061",60855048061,"3","2"
"33863","G06008505048062",60855048062,"3","2"
"33864","G06008505048071",60855048071,"3","2"
"33865","G06008505048072",60855048072,"2","2"
"33866","G06008505048073",60855048073,"2","2"
"33867","G06008505048081",60855048081,"2","2"
"33868","G06008505049021",60855049021,"2","2"
"33869","G06008505049022",60855049022,"2","2"
"33870","G06008505049023",60855049023,"2","2"
"33871","G06008505049031",60855049031,"1","1"
"33872","G06008505049032",60855049032,"1","1"
"33873","G06008505049033",60855049033,"1","1"
"33874","G06008505050061",60855050061,"3","2"
"33875","G06008505050062",60855050062,"3","2"
"33876","G06008505050063",60855050063,"3","2"
"33877","G06008505050064",60855050064,"3","2"
"33878","G06008505050065",60855050065,"3","2"
"33879","G06008505050071",60855050071,"2","2"
"33880","G06008505050072",60855050072,"4","3"
"33881","G06008505050073",60855050073,"3","2"
"33882","G06008505050101",60855050101,"2","2"
"33883","G06008505050102",60855050102,"2","2"
"33884","G06008505050103",60855050103,"2","2"
"33885","G06008505050111",60855050111,"5","3"
"33886","G06008505050112",60855050112,"3","2"
"33887","G06008505050113",60855050113,"2","2"
"33888","G06008505050121",60855050121,"2","2"
"33889","G06008505050131",60855050131,"2","2"
"33890","G06008505050132",60855050132,"2","2"
"33891","G06008505050133",60855050133,"2","2"
"33892","G06008505050141",60855050141,"1","1"
"33893","G06008505050142",60855050142,"49","10"
"33894","G06008505050143",60855050143,"6","3"
"33895","G06008505050151",60855050151,"34","9"
"33896","G06008505050152",60855050152,"45","9"
"33897","G06008505051001",60855051001,"7","4"
"33898","G06008505051002",60855051002,"7","4"
"33899","G06008505051003",60855051003,"7","4"
"33900","G06008505051004",60855051004,"7","4"
"33901","G06008505052021",60855052021,"3","2"
"33902","G06008505052022",60855052022,"4","3"
"33903","G06008505052023",60855052023,"4","3"
"33904","G06008505052024",60855052024,"4","3"
"33905","G06008505052031",60855052031,"GQ","GQ"
"33906","G06008505052032",60855052032,"3","2"
"33907","G06008505053011",60855053011,"2","2"
"33908","G06008505053012",60855053012,"2","2"
"33909","G06008505053013",60855053013,"2","2"
"33910","G06008505053021",60855053021,"2","2"
"33911","G06008505053022",60855053022,"2","2"
"33912","G06008505053031",60855053031,"5","3"
"33913","G06008505053032",60855053032,"2","2"
"33914","G06008505053033",60855053033,"2","2"
"33915","G06008505053034",60855053034,"3","2"
"33916","G06008505053041",60855053041,"1","1"
"33917","G06008505053042",60855053042,"2","2"
"33918","G06008505053043",60855053043,"1","1"
"33919","G06008505053051",60855053051,"1","1"
"33920","G06008505053052",60855053052,"1","1"
"33921","G06008505053053",60855053053,"2","2"
"33922","G06008505053054",60855053054,"2","2"
"33923","G06008505054011",60855054011,"3","2"
"33924","G06008505054012",60855054012,"3","2"
"33925","G06008505054013",60855054013,"3","2"
"33926","G06008505054014",60855054014,"3","2"
"33927","G06008505054015",60855054015,"3","2"
"33928","G06008505054021",60855054021,"2","2"
"33929","G06008505054022",60855054022,"3","2"
"33930","G06008505054031",60855054031,"3","2"
"33931","G06008505054032",60855054032,"2","2"
"33932","G06008505054033",60855054033,"3","2"
"33933","G06008505055001",60855055001,"2","2"
"33934","G06008505055002",60855055002,"2","2"
"33935","G06008505055003",60855055003,"2","2"
"33936","G06008505056001",60855056001,"2","2"
"33937","G06008505056002",60855056002,"2","2"
"33938","G06008505056003",60855056003,"GQ","GQ"
"33939","G06008505057001",60855057001,"3","2"
"33940","G06008505057002",60855057002,"2","2"
"33941","G06008505057003",60855057003,"2","2"
"33942","G06008505057004",60855057004,"2","2"
"33943","G06008505058001",60855058001,"2","2"
"33944","G06008505058002",60855058002,"2","2"
"33945","G06008505058003",60855058003,"2","2"
"33946","G06008505058004",60855058004,"2","2"
"33947","G06008505059011",60855059011,"2","2"
"33948","G06008505059012",60855059012,"1","1"
"33949","G06008505059013",60855059013,"2","2"
"33950","G06008505059021",60855059021,"3","2"
"33951","G06008505059022",60855059022,"3","2"
"33952","G06008505060001",60855060001,"3","2"
"33953","G06008505060002",60855060002,"2","2"
"33954","G06008505060003",60855060003,"3","2"
"33955","G06008505060004",60855060004,"1","1"
"33956","G06008505061011",60855061011,"1","1"
"33957","G06008505061012",60855061012,"1","1"
"33958","G06008505061013",60855061013,"1","1"
"33959","G06008505061021",60855061021,"2","2"
"33960","G06008505061022",60855061022,"2","2"
"33961","G06008505061031",60855061031,"1","1"
"33962","G06008505061032",60855061032,"1","1"
"33963","G06008505061033",60855061033,"1","1"
"33964","G06008505061034",60855061034,"1","1"
"33965","G06008505062021",60855062021,"1","1"
"33966","G06008505062022",60855062022,"1","1"
"33967","G06008505062023",60855062023,"1","1"
"33968","G06008505062024",60855062024,"1","1"
"33969","G06008505062031",60855062031,"5","3"
"33970","G06008505062032",60855062032,"4","3"
"33971","G06008505062033",60855062033,"5","3"
"33972","G06008505062034",60855062034,"6","3"
"33973","G06008505062041",60855062041,"3","2"
"33974","G06008505062042",60855062042,"1","1"
"33975","G06008505062043",60855062043,"2","2"
"33976","G06008505062044",60855062044,"1","1"
"33977","G06008505063011",60855063011,"3","2"
"33978","G06008505063012",60855063012,"4","3"
"33979","G06008505063013",60855063013,"4","3"
"33980","G06008505063014",60855063014,"4","3"
"33981","G06008505063021",60855063021,"1","1"
"33982","G06008505063022",60855063022,"2","2"
"33983","G06008505063023",60855063023,"2","2"
"33984","G06008505063024",60855063024,"2","2"
"33985","G06008505063041",60855063041,"2","2"
"33986","G06008505063042",60855063042,"2","2"
"33987","G06008505063043",60855063043,"2","2"
"33988","G06008505063051",60855063051,"3","2"
"33989","G06008505063052",60855063052,"3","2"
"33990","G06008505063053",60855063053,"3","2"
"33991","G06008505063054",60855063054,"3","2"
"33992","G06008505064011",60855064011,"2","2"
"33993","G06008505064012",60855064012,"3","2"
