"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"18945","G06003704301023",60374301023,"20","7"
"18946","G06003704302001",60374302001,"1","1"
"18947","G06003704303011",60374303011,"3","2"
"18948","G06003704303012",60374303012,"PH","PH"
"18949","G06003704303013",60374303013,"3","2"
"18950","G06003704303014",60374303014,"4","2"
"18951","G06003704303021",60374303021,"5","3"
"18952","G06003704303022",60374303022,"6","3"
"18953","G06003704303023",60374303023,"5","3"
"18954","G06003704303024",60374303024,"7","3"
"18955","G06003704303025",60374303025,"8","4"
"18956","G06003704304001",60374304001,"1","1"
"18957","G06003704304002",60374304002,"1","1"
"18958","G06003704304003",60374304003,"2","1"
"18959","G06003704304004",60374304004,"4","2"
"18960","G06003704305011",60374305011,"3","2"
"18961","G06003704305012",60374305012,"3","2"
"18962","G06003704305013",60374305013,"4","2"
"18963","G06003704305014",60374305014,"2","1"
"18964","G06003704305021",60374305021,"4","2"
"18965","G06003704305022",60374305022,"4","2"
"18966","G06003704305023",60374305023,"6","3"
"18967","G06003704305024",60374305024,"3","2"
"18968","G06003704305025",60374305025,"4","2"
"18969","G06003704305026",60374305026,"4","2"
"18970","G06003704306001",60374306001,"1","1"
"18971","G06003704306002",60374306002,"1","1"
"18972","G06003704306003",60374306003,"2","1"
"18973","G06003704307011",60374307011,"2","1"
"18974","G06003704307012",60374307012,"2","1"
"18975","G06003704307013",60374307013,"2","1"
"18976","G06003704307014",60374307014,"2","1"
"18977","G06003704307211",60374307211,"4","2"
"18978","G06003704307212",60374307212,"8","4"
"18979","G06003704307213",60374307213,"3","2"
"18980","G06003704307231",60374307231,"13","5"
"18981","G06003704307232",60374307232,"13","5"
"18982","G06003704307241",60374307241,"11","5"
"18983","G06003704307242",60374307242,"14","5"
"18984","G06003704308011",60374308011,"6","3"
"18985","G06003704308012",60374308012,"7","3"
"18986","G06003704308013",60374308013,"9","4"
"18987","G06003704308014",60374308014,"9","4"
"18988","G06003704308021",60374308021,"2","1"
"18989","G06003704308022",60374308022,"2","1"
"18990","G06003704308023",60374308023,"2","1"
"18991","G06003704308024",60374308024,"2","1"
"18992","G06003704308031",60374308031,"3","2"
"18993","G06003704308032",60374308032,"3","2"
"18994","G06003704308033",60374308033,"3","2"
"18995","G06003704308034",60374308034,"3","2"
"18996","G06003704308035",60374308035,"4","2"
"18997","G06003704309011",60374309011,"12","5"
"18998","G06003704309012",60374309012,"11","5"
"18999","G06003704309013",60374309013,"11","5"
"19000","G06003704309021",60374309021,"8","4"
"19001","G06003704309022",60374309022,"9","4"
"19002","G06003704309023",60374309023,"18","7"
"19003","G06003704310021",60374310021,"10","4"
"19004","G06003704310022",60374310022,"8","4"
"19005","G06003704310031",60374310031,"11","5"
"19006","G06003704310032",60374310032,"10","4"
"19007","G06003704310041",60374310041,"13","5"
"19008","G06003704310042",60374310042,"13","5"
"19009","G06003704311001",60374311001,"12","5"
"19010","G06003704311002",60374311002,"12","5"
"19011","G06003704311003",60374311003,"14","5"
"19012","G06003704311004",60374311004,"12","5"
"19013","G06003704312001",60374312001,"14","5"
"19014","G06003704312002",60374312002,"15","6"
"19015","G06003704312003",60374312003,"15","6"
"19016","G06003704312004",60374312004,"13","5"
"19017","G06003704313001",60374313001,"9","4"
"19018","G06003704313002",60374313002,"8","4"
"19019","G06003704313003",60374313003,"7","3"
"19020","G06003704314001",60374314001,"10","4"
"19021","G06003704314002",60374314002,"9","4"
"19022","G06003704314003",60374314003,"7","3"
"19023","G06003704314004",60374314004,"7","3"
"19024","G06003704315011",60374315011,"84","10"
"19025","G06003704315012",60374315012,"10","4"
"19026","G06003704315013",60374315013,"10","4"
"19027","G06003704315021",60374315021,"6","3"
"19028","G06003704315022",60374315022,"7","3"
"19029","G06003704315023",60374315023,"8","4"
"19030","G06003704315024",60374315024,"11","5"
"19031","G06003704316001",60374316001,"2","1"
"19032","G06003704316002",60374316002,"2","1"
"19033","G06003704316003",60374316003,"2","1"
"19034","G06003704317011",60374317011,"1","1"
"19035","G06003704317012",60374317012,"1","1"
"19036","G06003704317013",60374317013,"1","1"
"19037","G06003704317014",60374317014,"1","1"
"19038","G06003704317015",60374317015,"1","1"
"19039","G06003704318001",60374318001,"7","3"
"19040","G06003704318002",60374318002,"7","3"
"19041","G06003704318003",60374318003,"10","4"
"19042","G06003704319001",60374319001,"5","3"
"19043","G06003704319002",60374319002,"6","3"
"19044","G06003704319003",60374319003,"7","3"
"19045","G06003704320011",60374320011,"8","4"
"19046","G06003704320012",60374320012,"8","4"
"19047","G06003704320021",60374320021,"9","4"
"19048","G06003704320022",60374320022,"7","3"
"19049","G06003704320023",60374320023,"7","3"
"19050","G06003704320024",60374320024,"7","3"
"19051","G06003704321011",60374321011,"9","4"
"19052","G06003704321012",60374321012,"7","3"
"19053","G06003704321013",60374321013,"8","4"
"19054","G06003704321021",60374321021,"7","3"
"19055","G06003704321022",60374321022,"7","3"
"19056","G06003704321023",60374321023,"7","3"
"19057","G06003704321024",60374321024,"8","4"
"19058","G06003704321025",60374321025,"7","3"
"19059","G06003704322011",60374322011,"12","5"
"19060","G06003704322012",60374322012,"12","5"
"19061","G06003704322021",60374322021,"9","4"
"19062","G06003704322022",60374322022,"12","5"
"19063","G06003704322023",60374322023,"12","5"
"19064","G06003704323001",60374323001,"17","6"
"19065","G06003704323002",60374323002,"18","7"
"19066","G06003704323003",60374323003,"17","6"
"19067","G06003704324011",60374324011,"14","5"
"19068","G06003704324012",60374324012,"14","5"
"19069","G06003704324021",60374324021,"19","7"
"19070","G06003704324022",60374324022,"13","5"
"19071","G06003704324023",60374324023,"20","7"
"19072","G06003704325011",60374325011,"22","7"
"19073","G06003704325012",60374325012,"17","6"
"19074","G06003704325021",60374325021,"11","5"
"19075","G06003704325022",60374325022,"11","5"
"19076","G06003704326011",60374326011,"14","5"
"19077","G06003704326012",60374326012,"14","5"
"19078","G06003704326013",60374326013,"14","5"
"19079","G06003704326014",60374326014,"16","6"
"19080","G06003704326021",60374326021,"14","5"
"19081","G06003704326022",60374326022,"17","6"
"19082","G06003704326023",60374326023,"16","6"
"19083","G06003704327001",60374327001,"17","6"
"19084","G06003704327002",60374327002,"18","7"
"19085","G06003704327003",60374327003,"18","7"
"19086","G06003704328011",60374328011,"24","8"
"19087","G06003704328012",60374328012,"23","7"
"19088","G06003704328021",60374328021,"19","7"
"19089","G06003704328022",60374328022,"98","10"
"19090","G06003704328023",60374328023,"27","8"
"19091","G06003704329011",60374329011,"12","5"
"19092","G06003704329012",60374329012,"14","5"
"19093","G06003704329013",60374329013,"12","5"
"19094","G06003704329021",60374329021,"14","5"
"19095","G06003704329022",60374329022,"12","5"
"19096","G06003704331031",60374331031,"23","7"
"19097","G06003704331032",60374331032,"21","7"
"19098","G06003704331033",60374331033,"31","8"
"19099","G06003704331034",60374331034,"16","6"
"19100","G06003704332001",60374332001,"20","7"
"19101","G06003704332002",60374332002,"17","6"
"19102","G06003704332003",60374332003,"18","7"
"19103","G06003704332004",60374332004,"18","7"
"19104","G06003704333021",60374333021,"18","7"
"19105","G06003704333041",60374333041,"18","7"
"19106","G06003704333042",60374333042,"20","7"
"19107","G06003704333051",60374333051,"24","8"
"19108","G06003704333052",60374333052,"24","8"
"19109","G06003704333061",60374333061,"21","7"
"19110","G06003704333062",60374333062,"19","7"
"19111","G06003704333071",60374333071,"20","7"
"19112","G06003704333072",60374333072,"24","8"
"19113","G06003704334021",60374334021,"18","7"
"19114","G06003704334022",60374334022,"17","6"
"19115","G06003704334031",60374334031,"16","6"
"19116","G06003704334032",60374334032,"27","8"
"19117","G06003704334033",60374334033,"22","7"
"19118","G06003704335051",60374335051,"18","7"
"19119","G06003704335052",60374335052,"21","7"
"19120","G06003704335053",60374335053,"15","6"
"19121","G06003704335061",60374335061,"26","8"
"19122","G06003704335062",60374335062,"20","7"
"19123","G06003704336011",60374336011,"16","6"
"19124","G06003704336012",60374336012,"13","5"
"19125","G06003704336021",60374336021,"18","7"
"19126","G06003704338031",60374338031,"19","7"
"19127","G06003704338032",60374338032,"16","6"
"19128","G06003704338041",60374338041,"37","9"
"19129","G06003704338042",60374338042,"39","9"
"19130","G06003704338043",60374338043,"35","9"
"19131","G06003704339011",60374339011,"19","7"
"19132","G06003704339012",60374339012,"20","7"
"19133","G06003704339013",60374339013,"18","7"
"19134","G06003704339031",60374339031,"28","8"
"19135","G06003704339032",60374339032,"21","7"
"19136","G06003704339033",60374339033,"19","7"
"19137","G06003704339034",60374339034,"20","7"
"19138","G06003704340011",60374340011,"22","7"
"19139","G06003704340012",60374340012,"29","8"
"19140","G06003704340031",60374340031,"24","8"
"19141","G06003704340032",60374340032,"17","6"
"19142","G06003704340033",60374340033,"19","7"
"19143","G06003704340041",60374340041,"14","5"
"19144","G06003704341001",60374341001,"18","7"
"19145","G06003704341002",60374341002,"18","7"
"19146","G06003704341003",60374341003,"19","7"
"19147","G06003704341004",60374341004,"17","6"
"19148","G06003704341005",60374341005,"17","6"
"19149","G06003704600011",60374600011,"1","1"
"19150","G06003704600021",60374600021,"3","2"
"19151","G06003704600022",60374600022,"3","2"
"19152","G06003704601011",60374601011,"2","1"
"19153","G06003704601012",60374601012,"2","1"
"19154","G06003704601013",60374601013,"3","2"
"19155","G06003704601014",60374601014,"5","3"
"19156","G06003704601015",60374601015,"2","1"
"19157","G06003704602001",60374602001,"3","2"
"19158","G06003704602002",60374602002,"3","2"
"19159","G06003704602003",60374602003,"4","2"
"19160","G06003704602004",60374602004,"3","2"
"19161","G06003704602005",60374602005,"3","2"
"19162","G06003704603011",60374603011,"5","3"
"19163","G06003704603012",60374603012,"6","3"
"19164","G06003704603013",60374603013,"8","4"
"19165","G06003704603014",60374603014,"2","1"
"19166","G06003704603021",60374603021,"9","4"
"19167","G06003704603022",60374603022,"9","4"
"19168","G06003704603023",60374603023,"9","4"
"19169","G06003704603024",60374603024,"16","6"
"19170","G06003704604011",60374604011,"5","3"
"19171","G06003704605011",60374605011,"1","1"
"19172","G06003704605012",60374605012,"1","1"
"19173","G06003704605013",60374605013,"1","1"
"19174","G06003704605021",60374605021,"1","1"
"19175","G06003704605022",60374605022,"1","1"
"19176","G06003704605023",60374605023,"1","1"
"19177","G06003704606011",60374606011,"1","1"
"19178","G06003704606012",60374606012,"1","1"
"19179","G06003704606013",60374606013,"1","1"
"19180","G06003704606014",60374606014,"2","1"
"19181","G06003704607001",60374607001,"1","1"
"19182","G06003704607002",60374607002,"1","1"
"19183","G06003704607003",60374607003,"1","1"
"19184","G06003704607004",60374607004,"1","1"
"19185","G06003704607005",60374607005,"1","1"
"19186","G06003704608001",60374608001,"1","1"
"19187","G06003704608002",60374608002,"1","1"
"19188","G06003704609001",60374609001,"11","5"
"19189","G06003704609002",60374609002,"10","4"
"19190","G06003704609003",60374609003,"9","4"
"19191","G06003704609004",60374609004,"7","3"
"19192","G06003704609005",60374609005,"10","4"
"19193","G06003704610001",60374610001,"6","3"
"19194","G06003704610002",60374610002,"7","3"
"19195","G06003704610003",60374610003,"7","3"
"19196","G06003704610004",60374610004,"6","3"
"19197","G06003704611001",60374611001,"7","3"
"19198","G06003704611002",60374611002,"6","3"
"19199","G06003704611003",60374611003,"6","3"
"19200","G06003704611004",60374611004,"6","3"
"19201","G06003704612001",60374612001,"3","2"
"19202","G06003704612002",60374612002,"4","2"
"19203","G06003704612003",60374612003,"3","2"
"19204","G06003704612004",60374612004,"3","2"
"19205","G06003704613001",60374613001,"6","3"
"19206","G06003704613002",60374613002,"7","3"
"19207","G06003704613003",60374613003,"6","3"
"19208","G06003704613004",60374613004,"7","3"
"19209","G06003704614001",60374614001,"10","4"
"19210","G06003704614002",60374614002,"4","2"
"19211","G06003704614003",60374614003,"9","4"
"19212","G06003704615011",60374615011,"7","3"
"19213","G06003704615012",60374615012,"7","3"
"19214","G06003704615013",60374615013,"7","3"
"19215","G06003704615021",60374615021,"8","4"
"19216","G06003704615022",60374615022,"GQ","GQ"
"19217","G06003704615023",60374615023,"26","8"
"19218","G06003704615024",60374615024,"11","5"
"19219","G06003704616001",60374616001,"11","5"
"19220","G06003704616002",60374616002,"9","4"
"19221","G06003704616003",60374616003,"8","4"
"19222","G06003704616004",60374616004,"8","4"
"19223","G06003704617001",60374617001,"5","3"
"19224","G06003704617002",60374617002,"5","3"
"19225","G06003704619011",60374619011,"11","5"
"19226","G06003704619012",60374619012,"8","4"
"19227","G06003704619013",60374619013,"11","5"
"19228","G06003704619021",60374619021,"9","4"
"19229","G06003704619022",60374619022,"8","4"
"19230","G06003704620011",60374620011,"6","3"
"19231","G06003704620012",60374620012,"14","5"
"19232","G06003704620021",60374620021,"13","5"
"19233","G06003704620022",60374620022,"13","5"
"19234","G06003704620023",60374620023,"13","5"
"19235","G06003704621001",60374621001,"7","3"
"19236","G06003704621002",60374621002,"7","3"
"19237","G06003704621003",60374621003,"7","3"
"19238","G06003704622011",60374622011,"5","3"
"19239","G06003704622012",60374622012,"5","3"
"19240","G06003704622013",60374622013,"5","3"
"19241","G06003704622021",60374622021,"14","5"
"19242","G06003704622022",60374622022,"13","5"
"19243","G06003704623011",60374623011,"11","5"
"19244","G06003704623012",60374623012,"11","5"
"19245","G06003704623013",60374623013,"11","5"
"19246","G06003704623021",60374623021,"14","5"
"19247","G06003704623022",60374623022,"17","6"
"19248","G06003704623023",60374623023,"18","7"
"19249","G06003704624001",60374624001,"3","2"
"19250","G06003704624002",60374624002,"4","2"
"19251","G06003704624003",60374624003,"5","3"
"19252","G06003704624004",60374624004,"4","2"
"19253","G06003704625001",60374625001,"5","3"
"19254","G06003704625002",60374625002,"8","4"
"19255","G06003704625003",60374625003,"4","2"
"19256","G06003704625004",60374625004,"6","3"
"19257","G06003704626001",60374626001,"3","2"
"19258","G06003704626002",60374626002,"3","2"
"19259","G06003704627001",60374627001,"7","3"
"19260","G06003704627002",60374627002,"7","3"
"19261","G06003704627003",60374627003,"7","3"
"19262","G06003704627004",60374627004,"7","3"
"19263","G06003704627005",60374627005,"7","3"
"19264","G06003704628001",60374628001,"6","3"
"19265","G06003704628002",60374628002,"6","3"
"19266","G06003704629001",60374629001,"7","3"
"19267","G06003704629002",60374629002,"6","3"
"19268","G06003704629003",60374629003,"7","3"
"19269","G06003704630001",60374630001,"2","1"
"19270","G06003704630002",60374630002,"2","1"
"19271","G06003704631031",60374631031,"6","3"
"19272","G06003704631032",60374631032,"4","2"
"19273","G06003704631033",60374631033,"4","2"
"19274","G06003704631034",60374631034,"9","4"
"19275","G06003704631035",60374631035,"7","3"
"19276","G06003704632001",60374632001,"5","3"
"19277","G06003704632002",60374632002,"5","3"
"19278","G06003704632003",60374632003,"5","3"
"19279","G06003704633001",60374633001,"4","2"
"19280","G06003704633002",60374633002,"3","2"
"19281","G06003704634001",60374634001,"6","3"
"19282","G06003704634002",60374634002,"3","2"
"19283","G06003704634003",60374634003,"4","2"
"19284","G06003704634004",60374634004,"5","3"
"19285","G06003704635001",60374635001,"10","4"
"19286","G06003704635002",60374635002,"8","4"
"19287","G06003704635003",60374635003,"14","5"
"19288","G06003704636011",60374636011,"10","4"
"19289","G06003704636012",60374636012,"15","6"
"19290","G06003704636013",60374636013,"14","5"
"19291","G06003704636014",60374636014,"16","6"
"19292","G06003704636021",60374636021,"16","6"
"19293","G06003704636022",60374636022,"7","3"
"19294","G06003704636023",60374636023,"16","6"
"19295","G06003704636024",60374636024,"10","4"
"19296","G06003704637001",60374637001,"1","1"
"19297","G06003704637002",60374637002,"1","1"
"19298","G06003704638001",60374638001,"2","1"
"19299","G06003704638002",60374638002,"2","1"
"19300","G06003704638003",60374638003,"1","1"
"19301","G06003704638004",60374638004,"2","1"
"19302","G06003704639001",60374639001,"4","2"
"19303","G06003704639002",60374639002,"5","3"
"19304","G06003704639003",60374639003,"2","1"
"19305","G06003704640001",60374640001,"3","2"
"19306","G06003704640002",60374640002,"3","2"
"19307","G06003704640003",60374640003,"6","3"
"19308","G06003704640004",60374640004,"3","2"
"19309","G06003704640005",60374640005,"7","3"
"19310","G06003704641011",60374641011,"1","1"
"19311","G06003704641012",60374641012,"1","1"
"19312","G06003704641013",60374641013,"1","1"
"19313","G06003704641021",60374641021,"1","1"
"19314","G06003704641022",60374641022,"1","1"
"19315","G06003704641023",60374641023,"1","1"
"19316","G06003704641024",60374641024,"1","1"
"19317","G06003704642001",60374642001,"1","1"
"19318","G06003704642002",60374642002,"1","1"
"19319","G06003704642003",60374642003,"1","1"
"19320","G06003704642004",60374642004,"1","1"
"19321","G06003704642005",60374642005,"1","1"
"19322","G06003704642006",60374642006,"1","1"
"19323","G06003704800021",60374800021,"3","2"
"19324","G06003704800022",60374800022,"5","3"
"19325","G06003704800023",60374800023,"4","2"
"19326","G06003704800111",60374800111,"8","4"
"19327","G06003704800112",60374800112,"7","3"
"19328","G06003704800121",60374800121,"6","3"
"19329","G06003704800122",60374800122,"7","3"
"19330","G06003704800123",60374800123,"5","3"
"19331","G06003704800124",60374800124,"5","3"
"19332","G06003704801011",60374801011,"7","3"
"19333","G06003704801012",60374801012,"5","3"
"19334","G06003704801013",60374801013,"6","3"
"19335","G06003704801021",60374801021,"4","2"
"19336","G06003704801022",60374801022,"6","3"
"19337","G06003704801023",60374801023,"7","3"
"19338","G06003704801024",60374801024,"11","5"
"19339","G06003704802011",60374802011,"4","2"
"19340","G06003704802012",60374802012,"3","2"
"19341","G06003704802013",60374802013,"5","3"
"19342","G06003704802021",60374802021,"7","3"
"19343","G06003704802022",60374802022,"3","2"
"19344","G06003704802023",60374802023,"4","2"
"19345","G06003704803021",60374803021,"7","3"
"19346","G06003704803022",60374803022,"8","4"
"19347","G06003704803023",60374803023,"9","4"
"19348","G06003704803031",60374803031,"12","5"
"19349","G06003704803032",60374803032,"17","6"
"19350","G06003704803041",60374803041,"18","7"
"19351","G06003704803042",60374803042,"9","4"
"19352","G06003704803043",60374803043,"14","5"
"19353","G06003704804001",60374804001,"6","3"
"19354","G06003704804002",60374804002,"8","4"
"19355","G06003704804003",60374804003,"6","3"
"19356","G06003704805001",60374805001,"1","1"
"19357","G06003704805002",60374805002,"1","1"
"19358","G06003704805003",60374805003,"1","1"
"19359","G06003704805004",60374805004,"2","1"
"19360","G06003704806011",60374806011,"2","1"
"19361","G06003704806012",60374806012,"2","1"
"19362","G06003704806013",60374806013,"2","1"
"19363","G06003704806021",60374806021,"2","1"
"19364","G06003704806022",60374806022,"3","2"
"19365","G06003704806023",60374806023,"2","1"
"19366","G06003704806024",60374806024,"2","1"
"19367","G06003704807021",60374807021,"2","1"
"19368","G06003704807022",60374807022,"3","2"
"19369","G06003704807031",60374807031,"2","1"
"19370","G06003704807032",60374807032,"2","1"
"19371","G06003704807041",60374807041,"4","2"
"19372","G06003704807042",60374807042,"10","4"
"19373","G06003704807043",60374807043,"4","2"
"19374","G06003704808021",60374808021,"10","4"
"19375","G06003704808022",60374808022,"11","5"
"19376","G06003704808031",60374808031,"9","4"
"19377","G06003704808032",60374808032,"11","5"
"19378","G06003704808033",60374808033,"7","3"
"19379","G06003704808034",60374808034,"11","5"
"19380","G06003704808041",60374808041,"16","6"
"19381","G06003704808042",60374808042,"12","5"
"19382","G06003704809011",60374809011,"9","4"
"19383","G06003704809012",60374809012,"9","4"
"19384","G06003704809013",60374809013,"9","4"
"19385","G06003704809021",60374809021,"18","7"
"19386","G06003704809022",60374809022,"25","8"
"19387","G06003704809031",60374809031,"9","4"
"19388","G06003704810011",60374810011,"12","5"
"19389","G06003704810012",60374810012,"12","5"
"19390","G06003704810013",60374810013,"12","5"
"19391","G06003704810021",60374810021,"14","5"
"19392","G06003704810022",60374810022,"14","5"
"19393","G06003704810023",60374810023,"15","6"
"19394","G06003704811011",60374811011,"9","4"
"19395","G06003704811012",60374811012,"9","4"
"19396","G06003704811021",60374811021,"15","6"
"19397","G06003704811022",60374811022,"15","6"
"19398","G06003704811023",60374811023,"15","6"
"19399","G06003704811031",60374811031,"10","4"
"19400","G06003704811032",60374811032,"9","4"
"19401","G06003704811033",60374811033,"13","5"
"19402","G06003704811034",60374811034,"8","4"
"19403","G06003704812011",60374812011,"8","4"
"19404","G06003704812012",60374812012,"8","4"
"19405","G06003704812013",60374812013,"8","4"
"19406","G06003704812031",60374812031,"12","5"
"19407","G06003704812032",60374812032,"12","5"
"19408","G06003704812033",60374812033,"10","4"
"19409","G06003704813001",60374813001,"12","5"
"19410","G06003704813002",60374813002,"11","5"
"19411","G06003704814011",60374814011,"14","5"
"19412","G06003704814012",60374814012,"10","4"
"19413","G06003704814013",60374814013,"11","5"
"19414","G06003704814031",60374814031,"10","4"
"19415","G06003704814032",60374814032,"10","4"
"19416","G06003704814041",60374814041,"8","4"
"19417","G06003704814042",60374814042,"8","4"
"19418","G06003704814043",60374814043,"8","4"
"19419","G06003704815001",60374815001,"9","4"
"19420","G06003704815002",60374815002,"13","5"
"19421","G06003704815003",60374815003,"9","4"
"19422","G06003704816031",60374816031,"11","5"
"19423","G06003704816032",60374816032,"10","4"
"19424","G06003704816041",60374816041,"7","3"
"19425","G06003704816042",60374816042,"18","7"
"19426","G06003704816051",60374816051,"12","5"
"19427","G06003704816052",60374816052,"15","6"
"19428","G06003704816053",60374816053,"14","5"
"19429","G06003704816061",60374816061,"14","5"
"19430","G06003704816062",60374816062,"14","5"
"19431","G06003704816063",60374816063,"14","5"
"19432","G06003704817111",60374817111,"25","8"
"19433","G06003704817112",60374817112,"16","6"
"19434","G06003704817121",60374817121,"14","5"
"19435","G06003704817122",60374817122,"19","7"
"19436","G06003704817131",60374817131,"16","6"
"19437","G06003704817132",60374817132,"15","6"
"19438","G06003704817141",60374817141,"16","6"
"19439","G06003704817142",60374817142,"13","5"
"19440","G06003704818001",60374818001,"10","4"
"19441","G06003704818002",60374818002,"8","4"
"19442","G06003704819011",60374819011,"8","4"
"19443","G06003704819012",60374819012,"8","4"
"19444","G06003704819013",60374819013,"8","4"
"19445","G06003704819014",60374819014,"8","4"
"19446","G06003704819021",60374819021,"13","5"
"19447","G06003704819022",60374819022,"7","3"
"19448","G06003704820011",60374820011,"7","3"
"19449","G06003704820012",60374820012,"7","3"
"19450","G06003704820021",60374820021,"8","4"
"19451","G06003704820022",60374820022,"9","4"
"19452","G06003704820023",60374820023,"5","3"
"19453","G06003704820024",60374820024,"6","3"
"19454","G06003704821011",60374821011,"8","4"
"19455","G06003704821012",60374821012,"11","5"
"19456","G06003704821013",60374821013,"10","4"
"19457","G06003704821021",60374821021,"7","3"
"19458","G06003704821022",60374821022,"7","3"
"19459","G06003704822011",60374822011,"6","3"
"19460","G06003704822012",60374822012,"15","6"
"19461","G06003704822013",60374822013,"20","7"
"19462","G06003704822021",60374822021,"21","7"
"19463","G06003704822022",60374822022,"14","5"
"19464","G06003704822023",60374822023,"16","6"
"19465","G06003704823011",60374823011,"11","5"
"19466","G06003704823012",60374823012,"10","4"
"19467","G06003704823013",60374823013,"14","5"
"19468","G06003704823014",60374823014,"8","4"
"19469","G06003704823031",60374823031,"14","5"
"19470","G06003704823032",60374823032,"16","6"
"19471","G06003704823033",60374823033,"13","5"
"19472","G06003704823041",60374823041,"10","4"
"19473","G06003704823042",60374823042,"16","6"
"19474","G06003704824011",60374824011,"10","4"
"19475","G06003704824012",60374824012,"10","4"
"19476","G06003704824031",60374824031,"15","6"
"19477","G06003704824041",60374824041,"12","5"
"19478","G06003704824042",60374824042,"14","5"
"19479","G06003704825021",60374825021,"15","6"
"19480","G06003704825022",60374825022,"17","6"
"19481","G06003704825031",60374825031,"15","6"
"19482","G06003704825032",60374825032,"14","5"
"19483","G06003704825211",60374825211,"16","6"
"19484","G06003704825212",60374825212,"17","6"
"19485","G06003704825213",60374825213,"16","6"
"19486","G06003704825221",60374825221,"17","6"
"19487","G06003704825222",60374825222,"28","8"
"19488","G06003704825223",60374825223,"23","7"
"19489","G06003704826001",60374826001,"8","4"
"19490","G06003704826002",60374826002,"10","4"
"19491","G06003704826003",60374826003,"10","4"
"19492","G06003704826004",60374826004,"8","4"
"19493","G06003704827011",60374827011,"10","4"
"19494","G06003704827012",60374827012,"10","4"
"19495","G06003704827013",60374827013,"10","4"
"19496","G06003704827014",60374827014,"10","4"
"19497","G06003704827021",60374827021,"9","4"
"19498","G06003704827022",60374827022,"13","5"
"19499","G06003704828011",60374828011,"10","4"
"19500","G06003704828012",60374828012,"12","5"
"19501","G06003704828013",60374828013,"13","5"
"19502","G06003705001001",60375001001,"3","2"
"19503","G06003705001002",60375001002,"3","2"
"19504","G06003705001003",60375001003,"3","2"
"19505","G06003705002021",60375002021,"4","2"
"19506","G06003705002022",60375002022,"4","2"
"19507","G06003705002023",60375002023,"5","3"
"19508","G06003705002024",60375002024,"4","2"
"19509","G06003705002025",60375002025,"4","2"
"19510","G06003705002031",60375002031,"6","3"
"19511","G06003705002032",60375002032,"6","3"
"19512","G06003705002033",60375002033,"8","4"
"19513","G06003705002041",60375002041,"5","3"
"19514","G06003705003001",60375003001,"7","3"
"19515","G06003705004021",60375004021,"11","5"
"19516","G06003705004022",60375004022,"14","5"
"19517","G06003705004023",60375004023,"19","7"
"19518","G06003705004031",60375004031,"15","6"
"19519","G06003705004032",60375004032,"15","6"
"19520","G06003705004041",60375004041,"19","7"
"19521","G06003705004042",60375004042,"18","7"
"19522","G06003705004043",60375004043,"15","6"
"19523","G06003705004044",60375004044,"15","6"
"19524","G06003705005001",60375005001,"36","9"
"19525","G06003705006001",60375006001,"19","7"
"19526","G06003705006002",60375006002,"16","6"
"19527","G06003705006003",60375006003,"18","7"
"19528","G06003705006004",60375006004,"20","7"
"19529","G06003705006005",60375006005,"20","7"
"19530","G06003705007001",60375007001,"19","7"
"19531","G06003705007002",60375007002,"23","7"
"19532","G06003705007003",60375007003,"14","5"
"19533","G06003705007004",60375007004,"22","7"
"19534","G06003705007005",60375007005,"17","6"
"19535","G06003705007006",60375007006,"16","6"
"19536","G06003705008001",60375008001,"17","6"
"19537","G06003705008002",60375008002,"16","6"
"19538","G06003705008003",60375008003,"14","5"
"19539","G06003705009001",60375009001,"18","7"
"19540","G06003705009002",60375009002,"16","6"
"19541","G06003705009003",60375009003,"20","7"
"19542","G06003705009004",60375009004,"21","7"
"19543","G06003705010011",60375010011,"18","7"
"19544","G06003705010012",60375010012,"19","7"
"19545","G06003705010021",60375010021,"16","6"
"19546","G06003705010022",60375010022,"15","6"
"19547","G06003705010023",60375010023,"15","6"
"19548","G06003705012001",60375012001,"12","5"
"19549","G06003705012002",60375012002,"17","6"
"19550","G06003705013011",60375013011,"15","6"
"19551","G06003705013012",60375013012,"15","6"
"19552","G06003705013021",60375013021,"9","4"
"19553","G06003705013022",60375013022,"16","6"
"19554","G06003705013023",60375013023,"13","5"
"19555","G06003705014001",60375014001,"16","6"
"19556","G06003705014002",60375014002,"16","6"
"19557","G06003705014003",60375014003,"16","6"
"19558","G06003705015011",60375015011,"8","4"
"19559","G06003705015031",60375015031,"10","4"
"19560","G06003705015032",60375015032,"9","4"
"19561","G06003705015033",60375015033,"10","4"
"19562","G06003705015034",60375015034,"10","4"
"19563","G06003705015041",60375015041,"21","7"
"19564","G06003705015042",60375015042,"16","6"
"19565","G06003705015043",60375015043,"30","8"
"19566","G06003705016001",60375016001,"6","3"
"19567","G06003705016002",60375016002,"9","4"
"19568","G06003705016003",60375016003,"8","4"
"19569","G06003705016004",60375016004,"7","3"
"19570","G06003705016005",60375016005,"5","3"
"19571","G06003705017001",60375017001,"7","3"
"19572","G06003705017002",60375017002,"8","4"
"19573","G06003705017003",60375017003,"9","4"
"19574","G06003705017004",60375017004,"9","4"
"19575","G06003705018021",60375018021,"12","5"
"19576","G06003705018022",60375018022,"12","5"
"19577","G06003705018023",60375018023,"12","5"
"19578","G06003705018031",60375018031,"20","7"
